,category,emotion,file_path,gender,intensity,statement
128,bad,fearful,./data/Actor_18/03-01-06-02-02-02-18.png,F,strong,Dogs are sitting by the door
129,bad,sad,./data/Actor_18/03-01-04-01-02-02-18.png,F,normal,Dogs are sitting by the door
130,bad,disgust,./data/Actor_18/03-01-07-01-02-01-18.png,F,normal,Dogs are sitting by the door
131,bad,disgust,./data/Actor_18/03-01-07-02-01-01-18.png,F,strong,Kids are talking by the door
132,bad,sad,./data/Actor_18/03-01-04-02-01-02-18.png,F,strong,Kids are talking by the door
133,bad,surprised,./data/Actor_18/03-01-08-02-01-01-18.png,F,strong,Kids are talking by the door
134,bad,surprised,./data/Actor_18/03-01-08-01-02-01-18.png,F,normal,Dogs are sitting by the door
135,bad,angry,./data/Actor_18/03-01-05-01-02-02-18.png,F,normal,Dogs are sitting by the door
136,bad,fearful,./data/Actor_18/03-01-06-01-02-01-18.png,F,normal,Dogs are sitting by the door
137,bad,fearful,./data/Actor_18/03-01-06-02-01-01-18.png,F,strong,Kids are talking by the door
138,bad,angry,./data/Actor_18/03-01-05-02-01-02-18.png,F,strong,Kids are talking by the door
139,bad,disgust,./data/Actor_18/03-01-07-01-01-02-18.png,F,normal,Kids are talking by the door
140,bad,sad,./data/Actor_18/03-01-04-01-01-01-18.png,F,normal,Kids are talking by the door
141,bad,sad,./data/Actor_18/03-01-04-02-02-01-18.png,F,strong,Dogs are sitting by the door
142,bad,disgust,./data/Actor_18/03-01-07-02-02-02-18.png,F,strong,Dogs are sitting by the door
143,bad,surprised,./data/Actor_18/03-01-08-02-02-02-18.png,F,strong,Dogs are sitting by the door
144,bad,surprised,./data/Actor_18/03-01-08-01-01-02-18.png,F,normal,Kids are talking by the door
145,good,happy,./data/Actor_18/03-01-03-02-02-01-18.png,F,strong,Dogs are sitting by the door
146,good,happy,./data/Actor_18/03-01-03-01-01-01-18.png,F,normal,Kids are talking by the door
147,good,calm,./data/Actor_18/03-01-02-02-01-02-18.png,F,strong,Kids are talking by the door
148,good,neutral,./data/Actor_18/03-01-01-01-02-01-18.png,F,normal,Dogs are sitting by the door
149,good,calm,./data/Actor_18/03-01-02-01-02-02-18.png,F,normal,Dogs are sitting by the door
150,bad,sad,./data/Actor_18/03-01-04-02-01-01-18.png,F,strong,Kids are talking by the door
151,bad,disgust,./data/Actor_18/03-01-07-02-01-02-18.png,F,strong,Kids are talking by the door
152,bad,disgust,./data/Actor_18/03-01-07-01-02-02-18.png,F,normal,Dogs are sitting by the door
153,bad,sad,./data/Actor_18/03-01-04-01-02-01-18.png,F,normal,Dogs are sitting by the door
154,bad,fearful,./data/Actor_18/03-01-06-02-02-01-18.png,F,strong,Dogs are sitting by the door
155,bad,angry,./data/Actor_18/03-01-05-02-02-02-18.png,F,strong,Dogs are sitting by the door
156,bad,angry,./data/Actor_18/03-01-05-01-01-02-18.png,F,normal,Kids are talking by the door
157,bad,fearful,./data/Actor_18/03-01-06-01-01-01-18.png,F,normal,Kids are talking by the door
158,bad,surprised,./data/Actor_18/03-01-08-01-02-02-18.png,F,normal,Dogs are sitting by the door
159,bad,surprised,./data/Actor_18/03-01-08-02-01-02-18.png,F,strong,Kids are talking by the door
160,good,neutral,./data/Actor_18/03-01-01-01-01-01-18.png,F,normal,Kids are talking by the door
161,good,calm,./data/Actor_18/03-01-02-01-01-02-18.png,F,normal,Kids are talking by the door
162,good,calm,./data/Actor_18/03-01-02-02-02-02-18.png,F,strong,Dogs are sitting by the door
163,good,happy,./data/Actor_18/03-01-03-01-02-01-18.png,F,normal,Dogs are sitting by the door
164,good,happy,./data/Actor_18/03-01-03-02-01-01-18.png,F,strong,Kids are talking by the door
165,good,calm,./data/Actor_18/03-01-02-01-02-01-18.png,F,normal,Dogs are sitting by the door
166,good,neutral,./data/Actor_18/03-01-01-01-02-02-18.png,F,normal,Dogs are sitting by the door
167,good,calm,./data/Actor_18/03-01-02-02-01-01-18.png,F,strong,Kids are talking by the door
168,good,happy,./data/Actor_18/03-01-03-01-01-02-18.png,F,normal,Kids are talking by the door
169,good,happy,./data/Actor_18/03-01-03-02-02-02-18.png,F,strong,Dogs are sitting by the door
170,bad,disgust,./data/Actor_18/03-01-07-02-02-01-18.png,F,strong,Dogs are sitting by the door
171,bad,sad,./data/Actor_18/03-01-04-02-02-02-18.png,F,strong,Dogs are sitting by the door
172,bad,sad,./data/Actor_18/03-01-04-01-01-02-18.png,F,normal,Kids are talking by the door
173,bad,disgust,./data/Actor_18/03-01-07-01-01-01-18.png,F,normal,Kids are talking by the door
174,bad,angry,./data/Actor_18/03-01-05-02-01-01-18.png,F,strong,Kids are talking by the door
175,bad,fearful,./data/Actor_18/03-01-06-02-01-02-18.png,F,strong,Kids are talking by the door
176,bad,fearful,./data/Actor_18/03-01-06-01-02-02-18.png,F,normal,Dogs are sitting by the door
177,bad,angry,./data/Actor_18/03-01-05-01-02-01-18.png,F,normal,Dogs are sitting by the door
178,bad,surprised,./data/Actor_18/03-01-08-01-01-01-18.png,F,normal,Kids are talking by the door
179,bad,surprised,./data/Actor_18/03-01-08-02-02-01-18.png,F,strong,Dogs are sitting by the door
180,bad,surprised,./data/Actor_20/03-01-08-01-02-01-20.png,F,normal,Dogs are sitting by the door
181,bad,surprised,./data/Actor_20/03-01-08-02-01-01-20.png,F,strong,Kids are talking by the door
182,bad,sad,./data/Actor_20/03-01-04-02-01-02-20.png,F,strong,Kids are talking by the door
183,bad,disgust,./data/Actor_20/03-01-07-02-01-01-20.png,F,strong,Kids are talking by the door
184,bad,disgust,./data/Actor_20/03-01-07-01-02-01-20.png,F,normal,Dogs are sitting by the door
185,bad,sad,./data/Actor_20/03-01-04-01-02-02-20.png,F,normal,Dogs are sitting by the door
186,bad,fearful,./data/Actor_20/03-01-06-02-02-02-20.png,F,strong,Dogs are sitting by the door
187,bad,angry,./data/Actor_20/03-01-05-02-02-01-20.png,F,strong,Dogs are sitting by the door
188,bad,angry,./data/Actor_20/03-01-05-01-01-01-20.png,F,normal,Kids are talking by the door
189,bad,fearful,./data/Actor_20/03-01-06-01-01-02-20.png,F,normal,Kids are talking by the door
190,good,neutral,./data/Actor_20/03-01-01-01-01-02-20.png,F,normal,Kids are talking by the door
191,good,calm,./data/Actor_20/03-01-02-01-01-01-20.png,F,normal,Kids are talking by the door
192,good,calm,./data/Actor_20/03-01-02-02-02-01-20.png,F,strong,Dogs are sitting by the door
193,good,happy,./data/Actor_20/03-01-03-01-02-02-20.png,F,normal,Dogs are sitting by the door
194,good,happy,./data/Actor_20/03-01-03-02-01-02-20.png,F,strong,Kids are talking by the door
195,good,calm,./data/Actor_20/03-01-02-01-02-02-20.png,F,normal,Dogs are sitting by the door
196,good,neutral,./data/Actor_20/03-01-01-01-02-01-20.png,F,normal,Dogs are sitting by the door
197,good,calm,./data/Actor_20/03-01-02-02-01-02-20.png,F,strong,Kids are talking by the door
198,good,happy,./data/Actor_20/03-01-03-01-01-01-20.png,F,normal,Kids are talking by the door
199,good,happy,./data/Actor_20/03-01-03-02-02-01-20.png,F,strong,Dogs are sitting by the door
200,bad,surprised,./data/Actor_20/03-01-08-01-01-02-20.png,F,normal,Kids are talking by the door
201,bad,surprised,./data/Actor_20/03-01-08-02-02-02-20.png,F,strong,Dogs are sitting by the door
202,bad,disgust,./data/Actor_20/03-01-07-02-02-02-20.png,F,strong,Dogs are sitting by the door
203,bad,sad,./data/Actor_20/03-01-04-02-02-01-20.png,F,strong,Dogs are sitting by the door
204,bad,sad,./data/Actor_20/03-01-04-01-01-01-20.png,F,normal,Kids are talking by the door
205,bad,disgust,./data/Actor_20/03-01-07-01-01-02-20.png,F,normal,Kids are talking by the door
206,bad,angry,./data/Actor_20/03-01-05-02-01-02-20.png,F,strong,Kids are talking by the door
207,bad,fearful,./data/Actor_20/03-01-06-02-01-01-20.png,F,strong,Kids are talking by the door
208,bad,fearful,./data/Actor_20/03-01-06-01-02-01-20.png,F,normal,Dogs are sitting by the door
209,bad,angry,./data/Actor_20/03-01-05-01-02-02-20.png,F,normal,Dogs are sitting by the door
210,good,happy,./data/Actor_20/03-01-03-02-01-01-20.png,F,strong,Kids are talking by the door
211,good,happy,./data/Actor_20/03-01-03-01-02-01-20.png,F,normal,Dogs are sitting by the door
212,good,calm,./data/Actor_20/03-01-02-02-02-02-20.png,F,strong,Dogs are sitting by the door
213,good,calm,./data/Actor_20/03-01-02-01-01-02-20.png,F,normal,Kids are talking by the door
214,good,neutral,./data/Actor_20/03-01-01-01-01-01-20.png,F,normal,Kids are talking by the door
215,bad,surprised,./data/Actor_20/03-01-08-02-01-02-20.png,F,strong,Kids are talking by the door
216,bad,surprised,./data/Actor_20/03-01-08-01-02-02-20.png,F,normal,Dogs are sitting by the door
217,bad,fearful,./data/Actor_20/03-01-06-01-01-01-20.png,F,normal,Kids are talking by the door
218,bad,angry,./data/Actor_20/03-01-05-01-01-02-20.png,F,normal,Kids are talking by the door
219,bad,angry,./data/Actor_20/03-01-05-02-02-02-20.png,F,strong,Dogs are sitting by the door
220,bad,fearful,./data/Actor_20/03-01-06-02-02-01-20.png,F,strong,Dogs are sitting by the door
221,bad,sad,./data/Actor_20/03-01-04-01-02-01-20.png,F,normal,Dogs are sitting by the door
222,bad,disgust,./data/Actor_20/03-01-07-01-02-02-20.png,F,normal,Dogs are sitting by the door
223,bad,disgust,./data/Actor_20/03-01-07-02-01-02-20.png,F,strong,Kids are talking by the door
224,bad,sad,./data/Actor_20/03-01-04-02-01-01-20.png,F,strong,Kids are talking by the door
225,bad,surprised,./data/Actor_20/03-01-08-02-02-01-20.png,F,strong,Dogs are sitting by the door
226,bad,surprised,./data/Actor_20/03-01-08-01-01-01-20.png,F,normal,Kids are talking by the door
227,bad,angry,./data/Actor_20/03-01-05-01-02-01-20.png,F,normal,Dogs are sitting by the door
228,bad,fearful,./data/Actor_20/03-01-06-01-02-02-20.png,F,normal,Dogs are sitting by the door
229,bad,fearful,./data/Actor_20/03-01-06-02-01-02-20.png,F,strong,Kids are talking by the door
230,bad,angry,./data/Actor_20/03-01-05-02-01-01-20.png,F,strong,Kids are talking by the door
231,bad,disgust,./data/Actor_20/03-01-07-01-01-01-20.png,F,normal,Kids are talking by the door
232,bad,sad,./data/Actor_20/03-01-04-01-01-02-20.png,F,normal,Kids are talking by the door
233,bad,sad,./data/Actor_20/03-01-04-02-02-02-20.png,F,strong,Dogs are sitting by the door
234,bad,disgust,./data/Actor_20/03-01-07-02-02-01-20.png,F,strong,Dogs are sitting by the door
235,good,happy,./data/Actor_20/03-01-03-02-02-02-20.png,F,strong,Dogs are sitting by the door
236,good,happy,./data/Actor_20/03-01-03-01-01-02-20.png,F,normal,Kids are talking by the door
237,good,calm,./data/Actor_20/03-01-02-02-01-01-20.png,F,strong,Kids are talking by the door
238,good,neutral,./data/Actor_20/03-01-01-01-02-02-20.png,F,normal,Dogs are sitting by the door
239,good,calm,./data/Actor_20/03-01-02-01-02-01-20.png,F,normal,Dogs are sitting by the door
240,bad,surprised,./data/Actor_21/03-01-08-02-01-01-21.png,M,strong,Kids are talking by the door
241,bad,surprised,./data/Actor_21/03-01-08-01-02-01-21.png,M,normal,Dogs are sitting by the door
242,bad,fearful,./data/Actor_21/03-01-06-01-01-02-21.png,M,normal,Kids are talking by the door
243,bad,angry,./data/Actor_21/03-01-05-01-01-01-21.png,M,normal,Kids are talking by the door
244,bad,angry,./data/Actor_21/03-01-05-02-02-01-21.png,M,strong,Dogs are sitting by the door
245,bad,fearful,./data/Actor_21/03-01-06-02-02-02-21.png,M,strong,Dogs are sitting by the door
246,bad,sad,./data/Actor_21/03-01-04-01-02-02-21.png,M,normal,Dogs are sitting by the door
247,bad,disgust,./data/Actor_21/03-01-07-01-02-01-21.png,M,normal,Dogs are sitting by the door
248,bad,disgust,./data/Actor_21/03-01-07-02-01-01-21.png,M,strong,Kids are talking by the door
249,bad,sad,./data/Actor_21/03-01-04-02-01-02-21.png,M,strong,Kids are talking by the door
250,good,happy,./data/Actor_21/03-01-03-02-01-02-21.png,M,strong,Kids are talking by the door
251,good,happy,./data/Actor_21/03-01-03-01-02-02-21.png,M,normal,Dogs are sitting by the door
252,good,calm,./data/Actor_21/03-01-02-02-02-01-21.png,M,strong,Dogs are sitting by the door
253,good,calm,./data/Actor_21/03-01-02-01-01-01-21.png,M,normal,Kids are talking by the door
254,good,neutral,./data/Actor_21/03-01-01-01-01-02-21.png,M,normal,Kids are talking by the door
255,good,happy,./data/Actor_21/03-01-03-02-02-01-21.png,M,strong,Dogs are sitting by the door
256,good,happy,./data/Actor_21/03-01-03-01-01-01-21.png,M,normal,Kids are talking by the door
257,good,calm,./data/Actor_21/03-01-02-02-01-02-21.png,M,strong,Kids are talking by the door
258,good,neutral,./data/Actor_21/03-01-01-01-02-01-21.png,M,normal,Dogs are sitting by the door
259,good,calm,./data/Actor_21/03-01-02-01-02-02-21.png,M,normal,Dogs are sitting by the door
260,bad,surprised,./data/Actor_21/03-01-08-02-02-02-21.png,M,strong,Dogs are sitting by the door
261,bad,surprised,./data/Actor_21/03-01-08-01-01-02-21.png,M,normal,Kids are talking by the door
262,bad,angry,./data/Actor_21/03-01-05-01-02-02-21.png,M,normal,Dogs are sitting by the door
263,bad,fearful,./data/Actor_21/03-01-06-01-02-01-21.png,M,normal,Dogs are sitting by the door
264,bad,fearful,./data/Actor_21/03-01-06-02-01-01-21.png,M,strong,Kids are talking by the door
265,bad,angry,./data/Actor_21/03-01-05-02-01-02-21.png,M,strong,Kids are talking by the door
266,bad,disgust,./data/Actor_21/03-01-07-01-01-02-21.png,M,normal,Kids are talking by the door
267,bad,sad,./data/Actor_21/03-01-04-01-01-01-21.png,M,normal,Kids are talking by the door
268,bad,sad,./data/Actor_21/03-01-04-02-02-01-21.png,M,strong,Dogs are sitting by the door
269,bad,disgust,./data/Actor_21/03-01-07-02-02-02-21.png,M,strong,Dogs are sitting by the door
270,good,neutral,./data/Actor_21/03-01-01-01-01-01-21.png,M,normal,Kids are talking by the door
271,good,calm,./data/Actor_21/03-01-02-01-01-02-21.png,M,normal,Kids are talking by the door
272,good,calm,./data/Actor_21/03-01-02-02-02-02-21.png,M,strong,Dogs are sitting by the door
273,good,happy,./data/Actor_21/03-01-03-01-02-01-21.png,M,normal,Dogs are sitting by the door
274,good,happy,./data/Actor_21/03-01-03-02-01-01-21.png,M,strong,Kids are talking by the door
275,bad,surprised,./data/Actor_21/03-01-08-01-02-02-21.png,M,normal,Dogs are sitting by the door
276,bad,surprised,./data/Actor_21/03-01-08-02-01-02-21.png,M,strong,Kids are talking by the door
277,bad,sad,./data/Actor_21/03-01-04-02-01-01-21.png,M,strong,Kids are talking by the door
278,bad,disgust,./data/Actor_21/03-01-07-02-01-02-21.png,M,strong,Kids are talking by the door
279,bad,disgust,./data/Actor_21/03-01-07-01-02-02-21.png,M,normal,Dogs are sitting by the door
280,bad,sad,./data/Actor_21/03-01-04-01-02-01-21.png,M,normal,Dogs are sitting by the door
281,bad,fearful,./data/Actor_21/03-01-06-02-02-01-21.png,M,strong,Dogs are sitting by the door
282,bad,angry,./data/Actor_21/03-01-05-02-02-02-21.png,M,strong,Dogs are sitting by the door
283,bad,angry,./data/Actor_21/03-01-05-01-01-02-21.png,M,normal,Kids are talking by the door
